epoch episode reward average_reward sd_reward
0 54.0 -20.0  
0 55.0 -19.0  
0 56.0 -21.0  
0 57.0 -21.0  
0 58.0 -21.0  
0 59.0 -20.0  
0 60.0 -20.0  
0 61.0 -20.0  
0 62.0 -20.0  
0 63.0 -21.0  
0 64.0 -20.0  
0 65.0 -21.0  
0 66.0 -21.0  
0 67.0 -21.0  
0 68.0 -21.0  
0 69.0 -20.0  
0 70.0 -20.0  
0 71.0 -21.0  
0 72.0 -21.0  
0 73.0 -21.0  
0 74.0 -19.0  
0 75.0 -19.0  
0 76.0 -21.0  
0 77.0 -21.0  
0 78.0 -21.0  
0 79.0 -21.0  
0 80.0 -20.0  
0 81.0 -20.0  
0 82.0 -19.0  
0 83.0 -19.0  
0 84.0 -21.0  
0 85.0 -21.0  
0 86.0 -19.0  
0 87.0 -20.0  
0 88.0 -20.0  
0 89.0 -21.0  
0 90.0 -21.0  
0 91.0 -19.0  
0 92.0 -20.0  
0 93.0 -18.0  
0 94.0 -20.0  
0 95.0 -20.0  
0 96.0 -20.0  
0 97.0 -20.0  
0 98.0 -21.0  
0 99.0 -21.0  
0 100.0 -21.0  
0 101.0 -21.0  
0 102.0 -19.0  
0 103.0 -21.0  
0 104.0 -21.0  
0 105.0 -21.0  
0 106.0 -19.0  
0 107.0 -20.0  
0 108.0 -21.0  
0 109.0 -19.0  
0 110.0 -20.0  
0 111.0 -21.0  
0 112.0 -19.0  
0 113.0 -21.0  
0 114.0 -19.0  
0 115.0 -21.0  
0 116.0 -20.0  
0 117.0 -20.0  
0 118.0 -20.0  
0 119.0 -21.0  
0 120.0 -20.0  
0 121.0 -20.0  
0 122.0 -20.0  
0 123.0 -21.0  
0 124.0 -21.0  
0 125.0 -20.0  
0 126.0 -21.0  
0 127.0 -20.0  
0 128.0 -20.0  
0 129.0 -20.0  
0 130.0 -21.0  
0 131.0 -21.0  
0 132.0 -21.0  
0 133.0 -21.0  
0 134.0 -20.0  
0 135.0 -21.0  
0 136.0 -21.0  
0 137.0 -21.0  
0 138.0 -21.0  
0 139.0 -21.0  
0 140.0 -19.0  
0 141.0 -21.0  
0 142.0 -21.0  
0 143.0 -21.0  
0 144.0 -21.0  
0 145.0 -20.0  
0 146.0 -18.0  
0 147.0 -19.0  
0 148.0 -21.0  
0 149.0 -21.0  
0 150.0 -21.0  
0 151.0 -21.0  
0 152.0 -21.0  
0 153.0 -20.0  
0 154.0 -20.0  
0 155.0 -19.0  
0 156.0 -19.0  
0 157.0 -20.0  
0 158.0 -19.0  
0 159.0 -19.0  
0 160.0 -19.0  
0 161.0 -21.0  
